Publisher Name,Publisher Registry Id,Activities,Organisations,Files,Activity Files,Organisation Files,Total File Size,Reporting Org on Registry,Reporting Orgs in Data (count),Reporting Orgs in Data,Hierarchies (count),Hierarchies
SECOURS CATHOLIQUE - CARITAS FRANCE,sccf,462,1,3,2,1,1281399,FR-SIRET-77566669600015,1,FR-SIRET-77566669600015,1,null
Save the Children International,sci,1148,1,3,2,1,6814171,GB-CHC-1076822,1,GB-CHC-1076822,1,null
Scottish Catholic International Aid Fund (SCIAF),sciaf,5,1,5,4,1,347384,GB-SC-SC012302,1,GB-SC-SC012302,1,1
SCI Projets Internationaux ASBL_Service Civil International branche belge,scibelgium,4,1,2,1,1,45568,BE-BCE_KBO-0410661673,1,BE-BCE_KBO-0410661673,2,1;2
Syrian Center for Media and Freedom of Expression,scm,4,1,2,1,1,61865,FR-RCS-83764263600018,1,FR-INSEE-83764263600018,1,1
Save the Children Netherlands,scnl,124,1,35,34,1,1938376,NL-KVK-41201463,1,NL-KVK-41201463,2,1;2
UK - Scottish Government,scottish_government,119,0,1,1,0,429468,GB-GOV-21,1,GB-GOV-21,1,1
Sana'a Center for Strategic Studies,scss,1,1,2,1,1,30921,YE-MSAL-49-M-2019,1,YE-MSAL-49-M-2019,1,1
Sabre Education Limited,sct,2,1,2,1,1,48549,GB-CHC-1105489,1,GB-CHC-1105489,1,1
Save the Children UK,scuk,185,1,4,3,1,838137,GB-COH-213890,1,GB-COH-213890,1,null
Switzerland - Swiss Agency for Development and Cooperation (SDC),sdc_ch,30501,1,10,9,1,121829633,CH-4,3,CH-4;XM-DAC-CH-4;﻿CH-4,1,null
Social Development Direct Limited,sddirect,19,0,1,1,0,748382,GB-COH-03846881,1,GB-COH-03846881,1,1
Sustainable Development Institute,sdi,6,1,2,1,1,38166,LR-MFDPNGO-0961,1,LR-MFDPNGO-0961,1,1
Slum Dwellers International,sdi-int,2,1,2,1,1,6856,ZA-CIP-2021-421804-08,1,ZA-CIP-2021-421804-08,1,1
Shack Dwellers International - Kenya,sdi-k,1,1,2,1,1,5184,KE-KRA-P051326872M,1,KE-KRA-P051326872M,1,1
Stakeholder Democracy Network,sdn,1,0,1,1,0,26296,GB-CHC-1148143,1,GB-CHC-1148143,1,1
"SDSN Association, Inc.",sdsna,3,0,1,1,0,36154,US-EIN-47-3511012,1,US-EIN-47-3511012,1,1
Secrétariat de Concertation des Organisations Non Gouvernementales Maliennes,seco-ong-mali,1,1,2,1,1,42611,ML-MAT-028-MAT-DNIC-DAG,1,ML-MAT-028-MAT-DNIC-DAG,1,null
Seefar,seefar,2,1,2,1,1,232373,HK-CR-2091642,1,HK-CR-2091642,1,1
Sehat Kahani (Community Innovation Hub),sehatkahanicih,1,0,1,1,0,2938,PK-SEC-0105957,1,PK-SEC-0105957,1,1
Self Help Africa,self-help-africa,3,1,2,1,1,17995,IE-CHY-6663,1,IE-CHY-6663,1,1
Send a Cow,sendacow,10,1,5,4,1,285886,GB-CHC-299717,1,GB-CHC-299717,1,1
Sense International,sense_international,9,1,6,5,1,240287,GB-CHC-1076497,2,GB-CHC-1076497;null,1,1
Sociaal-Economische Raad,ser,9,0,1,1,0,81246,NL-KVK-27363950,1,NL-KVK-27363950,1,1
Search for Common Ground (SFCG),sfcg,21,1,2,1,1,268316,BE-BCE_KBO-0453975341,3,BE-BCE_KBO-0453475391;BE-BCE_KBO-0453975341;BE-GTCF-0453475391,1,1
"Social Fund for Development, Yemen",sfd-yemen,174,0,5,5,0,207656,XM-OCHA-FTS18563,2,XM-OCHA-FTS18563;YE-SFD,2,1;2
Studio Globo,sg,3,1,3,2,1,38494,BE-BCE_KBO-0479866027,1,BE-BCE_KBO-0479866027,2,1;2
Sustainable Hospitality Alliance,sha,1,0,1,1,0,3012,GB-CHC-1188731,1,GB-CHC-1188731,1,1
Sensorial Handicap Cooperation,shc,4,1,2,1,1,57874,BE-BCE_KBO-0431955945,1,BE-BCE_KBO-0431955945,2,1;2
ShelterBox,shelterbox,0,1,1,0,1,753,GB-CHC-1096479,1,GB-CHC-1096479,0,
Shift Project Ltd.,shiftproject,9,1,2,1,1,21465,US-EIN-45-2779314,1,US-EIN-45-2779314,1,1
Special Hope Network,shn,1,0,1,1,0,1948,US-EIN-26-3933134,1,US-EIN-26-3933134,1,1
Shortlist Professionals Limited,shortlistogti,1,0,1,1,0,39256,MU-CR-C134274,1,MU-CR-C134274,1,1
StreetInvest,si,1,1,2,1,1,14655,GB-CHC-1127206,1,GB-CHC-1127206,1,null
Slovenia - Ministry of Foreign Affairs,si-mfa,23,0,16,16,0,73907,XM-DAC-61-2,1,XM-DAC-61-2,1,1
"Sweden, through Swedish International Development Cooperation Agency (Sida)",sida,95369,1,181,180,1,757129363,SE-0,1,SE-0,1,1
Signal,signal,1,1,2,1,1,24554,GB-CHC-1151615,1,GB-CHC-1151615,1,1
SIHA Network,siharegional,2,0,1,1,0,58182,UG-NGO-1317,1,UG-NGO-1317,1,1
Silsab Foundation,silsab1-_,1,0,1,1,0,2510,NG-CAC-1260478,1,NG-CAC-1260478,1,1
Simavi,simavi,40,1,3,2,1,2145822,NL-KVK-40594571,1,NL-KVK-40594571,2,2;null
Social Impact Lab CIC,simlab,2,1,2,1,1,14047,GB-COH-7557881,1,GB-COH-7557881,1,1
Sympany+,simone_sympany,2,1,3,2,1,9225,NL-KVK-30285304,1,NL-KVK-30285304,1,1
Simprints,simprints,1,1,2,1,1,14544,GB-COH-8835431,1,GB-COH-8835431,1,1
Scotland's International Development Alliance,sinda,3,1,2,1,1,24208,GB-SC-SC035314,2,GB-SC-035314;GB-SC-SC035314,1,1
Siren Associates,siren,1,1,2,1,1,45584,GB-COH-NI630024,1,GB-COH-NI630024,1,1
Sisonke National Sex Workers Movement,sisonke,3,0,1,1,0,37816,ZA-NPO-189357,1,ZA-NPO-189357,1,1
Stockholm International Water Institute,siwi,1,1,2,1,1,18390,SE-ON-802425-8702,1,SE-ON-802425-8702,1,1
Syria Justice and Accountability Centre (SJAC),sjac,1,1,2,1,1,6585,US-EIN-81-3014704,1,XI-IATI-US-EIN-81-3014704,1,1
Sonke Gender Justice,sjg,8,3,2,1,1,195768,ZA-PBO-064-502,1,ZA-PBO-064-502,1,1
Stichting Kinderpostzegels Nederland,skn,5,1,2,1,1,284801,NL-KVK-41167934,1,NL-KVK-41167934,1,null
Stichting Liliane Fonds,slf,9,1,3,2,1,319251,NL-KVK-41081480,1,NL-KVK-41081480,1,null
Ministry of Foreign and European Affairs of the Slovak Republic,slovakaid,2473,9,2,1,1,12500143,XM-DAC-69-1,10,XM-DAC-69-0;XM-DAC-69-1;XM-DAC-69-18;XM-DAC-69-2;XM-DAC-69-3;XM-DAC-69-30;XM-DAC-69-4;XM-DAC-69-5;XM-DAC-69-50;XM-DAC-69-99,1,1
SNV Netherlands Development Organisation,snv,62,1,2,1,1,6583780,NL-KVK-41152786,1,NL-KVK-41152786,2,1;null
SOAS University of London,soas,2,1,2,1,1,114476,GB-COH-RC000541,1,GB-COH-RC000541,1,1
Social Accountability International,social_accountability_international,1,0,1,1,0,2600,US-EIN-13-3960591,1,US-EIN-13-3960591,1,1
SolarNow Services (U) Ltd,solarnowsofa,4,1,2,1,1,35875,UG-RSB-80010003259159/105066,1,UG-RSB-80010003259159/105066,1,1
Solidagro,solidagro_admin,11,1,2,1,1,184077,BE-BCE_KBO-0410757386,1,BE-BCE_KBO-0410757386,2,1;2
Solidaridad,solidaridad,224,1,3,2,1,6250452,NL-KVK-51756811,1,NL-KVK-51756811,1,null
Solidaridad Europe,solidaridad-europe,45,1,2,1,1,495054,NL-KVK-41150939,1,NL-KVK-41150939,1,null
Solidaridad South & South-East Asia,solidaridad-ssea,29,1,2,1,1,844531,HK-CR-1494242,1,HK-CR-1494242,1,null
Solidaridad West Africa,solidaridad-waf,17,1,2,1,1,270054,GH-DSW-5574,1,GH-DSW-5574,1,null
Solidarites International,solidarites-international,5,1,4,3,1,64948,FR-RCS-389515180,1,FR-INSEE-389515180,1,1
Solidar Suisse,solidarsuisse,1,1,2,1,1,40680,CH-FDJP-CHE105829963,1,CH-FDJP-CHE105829963,1,1
Solsoc,solsoc,13,1,12,11,1,276721,BE-BCE_KBO-0432624255,1,BE-BCE_KBO-0432624255,2,1;2
Stichting Onderzoek Multinationale Ondernemingen (SOMO),somo,10,1,2,1,1,701678,NL-KVK-41223308,1,NL-KVK-41223308,1,null
Société Nationale des eaux du Bénin (SONEB),soneb-benin,2,1,2,1,1,75480,BJ-IFU-3200700033415,1,BJ-IFU-32000700033415,1,null
SOS Children's Villages Kenya,soscvkenya,1,0,1,1,0,8665,KE-NGCB-149,1,KE-NGCB-149,1,null
SOS Børnebyerne,sosdk,2,0,1,1,0,7788,DK-CVR-25825012,1,DK-CVR-25825012,1,1
SOS FAIM - SOS HUNGER,sosfaim,11,1,2,1,1,341976,BE-BCE_KBO-0425410524,1,BE-BCE_KBO-0425410524,2,1;2
SOS Jeunesse et Défis,sosjd6,1,0,1,1,0,48542,BF-MATD-N00000408001,1,BF-MATD-N00000408001,1,1
SOS Children's Villages The Netherlands,sosnl,28,0,10,10,0,403837,NL-KVK-41197577,1,NL-KVK-41197577,1,3
SOS Sahel International UK,sossaheluk,1,0,1,1,0,5934,GB-COH-2100867,1,GB-COH-2100867,1,1
SOS Italia,sosvdb_italia,1,0,1,1,0,1795,IT-CF-80017510225,1,IT-CF-80017510225,1,1
Sound Seekers Limited,soundseekers,1,1,2,1,1,22413,GB-COH-04354941,1,GB-COH-04354941,1,1
Sowt podcasting and training L.L.C,sowt,1,0,1,1,0,15229,JO-CCD-45293,1,JO-CCD-45293,1,1
SPARK,spark,123,1,3,2,1,1542339,NL-KVK-41213450,1,NL-KVK-41213450,1,1
Secrétariat Permanent des Organisation non-gouvernementales du Burkina Faso (SPONG-BURKINA),spong-burkina,1,1,2,1,1,49150,BF-MATD-2407,1,BF-MATD-2407,1,null
Synergie des Femmes pour la Paix et la Réconciliation des Peuples des Grands Lacs d'Afrique,spr,1,0,1,1,0,7186,XI-IATI-SPR,1,XI-IATI-SPR,1,1
Samaritan's Purse UK,spuk,3,1,2,1,1,73079,GB-CHC-1001349,1,GB-CHC-1001349,1,1
Leaders of Tomorrow,sqf,1,0,1,1,0,39565,JO-CCD-200104681,1,JO-CCD-200104681,1,1
Syria Relief,sr,1,0,1,1,0,4825,GB-CHC-1143797,1,GB-CHC-1143797,1,1
Sexual Reproductive Health and Rights Africa Trust,srhr_africa_trust,11,0,1,1,0,65019,ZA-CIP-M2005001486,1,ZA-CIP-M2005001486,1,1
Sightsavers,ss-org,857,1,2,1,1,15258886,GB-CHC-207544,1,GB-CHC-207544,1,null
SouthSouthNorth,ssn,15,1,2,1,1,222018,ZA-NPO-048-364,1,ZA-NPO-048-364,2,1;2
Stichting Vluchteling,st_vluchteling,61,1,2,1,1,1024454,NL-KVK-41149486,1,NL-KVK-41149486,1,1
Support Trust for Africa Development (STAD),stad,1,0,1,1,0,28485,NL-KVK-27251823,1,NL-KVK-27251823,1,2
STAR-Ghana Foundation,star_ghanafoundation,1,0,1,1,0,84670,GH-RGD-CG220182018,1,GH-RGD-CG220182018,1,1
Stars Foundation,starsfoundation,1,1,2,1,1,8614,GB-CHC-1087997,1,GB-CHC-1087997,1,1
STC International,stc-international,1,0,1,1,0,6717,NL-KVK-815165924,1,NL-KVK-815165924,1,1
Stichting Beheer Subsidiegelden DRA,stichting-subsidiegelden-dra,3,1,2,1,1,94695,NL-KVK-72849770,1,NL-KVK-72849770,1,1
Hivos,stichting_hivos,24,1,3,2,1,2349643,NL-KVK-41198677,1,NL-KVK-41198677,1,null
Stichting Fern,stichtingfern,22,1,2,1,1,109803,NL-KVK-41169658,1,NL-KVK-41169658,1,1
Street Child,street_child,10,1,2,1,1,272453,GB-CHC-1128536,1,GB-CHC-1128536,1,1
Stromme Foundation,stromme_ug,2,1,2,1,1,17693,XI-IATI-5914-1107,2,UG-NGB-5914-1107;XI-IATI-5914-1107,1,1
Stellenbosch University,su-impala,1,0,1,1,0,10101,ZA-CIT-9415005603,1,ZA-CIT-9415005603,1,1
Survivors Fund (SURF),surf,3,0,1,1,0,54269,GB-CHC-1065705,1,GB-CHC-1065705,1,1
SOS Kinderdorpen België / SOS Villages d'Enfants Belgique,svdbskb_admin,4,1,4,3,1,64584,BE-BCE_KBO-0408628435,1,BE-BCE_KBO-0408628435,2,1;2
Social Watch Benin,swb_1,2,1,2,1,1,115278,BJ-IFU-6201101048400,1,BJ-IFU-6201101048400,1,null
siiqqee Women's Development Association,swda,1,1,2,1,1,15653,ET-CSA-0081,1,ET-CSA-0081,1,1
South West International Development Network,swidn,1,0,1,1,0,3370,GB-CHC-1173320,1,GB-CHC-1173320,1,1
SeeYou Foundation,syf,4,1,2,1,1,40347,NL-KVK-41180500,1,NL-KVK-41180500,1,1
Synergía - Initiatives for Human Rights,synergiaihr,3,1,2,1,1,9872,US-EIN-82-0644678,1,US-EIN-82-0644678,1,1
The Asia Foundation,taf,202,1,13,12,1,768645,US-EIN-941191246,3,US-AGO-941191246;US-EIN-941191246;null,1,1
Teach A Man To Fish,tamtf,1,1,2,1,1,10674,GB-CHC-1112699,1,GB-CHC-1112699,1,1
Tanager,tan,1,1,2,1,1,47966,US-EIN-52-1826242,1,US-EIN-52-1826242,1,1
Trust for Africa's Orphans,tao-03473165,1,0,1,1,0,7118,GB-CHC-1069208,1,GB-CHC-1069208,1,1
Target TB,targettb,2,1,2,1,1,39447,GB-CHC-1098752,1,GB-CHC-1098752,1,1
Global Alliance for TB Drug Development,tb-a,2,0,1,1,0,53917,US-EIN-13-4128413,1,US-EIN-13-4128413,1,1
TB Alert,tbalert,3,1,2,1,1,43527,GB-CHC-1071886,1,GB-CHC-1071886,1,1
Tropenbos International,tbi,37,1,2,1,1,519167,NL-KVK-41155305,1,NL-KVK-41155305,1,1
The Coca-Cola Export Corporation,tccec,1,0,1,1,0,4864,XI-IATI-1001,1,XI-IATI-1001,1,1
Terre des hommes- Aide à l'enfance dans le monde- Fondation,tdh_foundation,3,1,2,1,1,32604,CH-FDJP-CHE106823242,1,CH-FDJP-CHE106823242,2,1;2
Terre des Hommes Netherlands,tdh_nl,384,0,1,1,0,14011544,NL-KVK-41149287,1,NL-KVK-41149287,1,null
TEAR fund Nederland,tear,48,0,2,2,0,1022620,NL-KVK-41177385,1,NL-KVK-41177385,1,null
Tearfund,tearfund,14,1,2,1,1,211421,GB-CHC-265464,1,GB-CHC-265464,2,0;1
Theatre for a Change UK,tfac,1,1,2,1,1,36359,GB-CHC-1104458,1,GB-CHC-1104458,1,1
Theatre for a Change Malawi,tfacmalawi,1,1,2,1,1,23333,MW-NBM-00139,1,MW-NBM-00139,1,1
Tearfund VZW (TFBE),tfb_admin1,4,1,2,1,1,77553,BE-BCE_KBO-0419872616,1,BE-BCE_KBO-0419872616,2,1;2
The Freedom Fund,tff,4,1,3,2,1,42258,GB-CHC-1158838,1,GB-CHC-1158838,1,1
The Freedom Fund (US),tffus,1,1,2,1,1,7880,US-EIN-30-0805768,1,US-EIN-30-0805768,1,1
Triangle Génération Humanitaire,tgh,1,0,1,1,0,15205,FR-RCS-40885667200030,1,FR-RCS-40885667200030,1,1
The Hague Academy for Local Governance,tha,7,0,1,1,0,61968,NL-KVK-27293917,1,NL-KVK-27293917,1,1
Foundation for Social Improvement,the_fsi,1,0,1,1,0,4273,GB-CHC-1123384,1,GB-CHC-1123384,1,1
The MENTOR Initiative,the_mentor_initiative,2,0,1,1,0,98399,GB-COH-05126149,1,GB-COH-05126149,1,1
The Power of Nutrition,the_power_of_nutrition,18,0,1,1,0,72281,GB-COH-09288843,1,GB-COH-09288843,1,1
The Faraday Institution,thefaradayinstitution,1,0,1,1,0,7393,GB-COH-10959095,1,GB-COH-10959095,1,1
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",theglobalfund,1530,1,143,142,1,109650735,47045,1,47045,1,1
The International Children's Trust,theict,3,1,2,1,1,68764,GB-CHC-254781,1,GB-CHC-254781,2,1;null
The Hunger Project Netherlands,thp_org,6,0,1,1,0,78162,NL-KVK-41201198,1,NL-KVK-41201198,1,1
Transparency International UK,ti-uk,4,0,1,1,0,20285,GB-CHC-1112842,1,GB-CHC-1112842,1,1
Transparency International Kenya,ti_kenya,3,1,2,1,1,16075,KE-RCO-84486,1,KE-RCO-84486,1,1
Transition International,ti_nl,1,0,1,1,0,25637,NL-KVK-77583442,1,NL-KVK-77583442,1,1
Transparency International Bangladesh,tib,30,2,32,30,2,607462,BD-NAB-1301,2,1301;BD-NAB-1301,1,null
Trust for Indigenous Culture and Health,ticah,1,1,2,1,1,37608,KE-KRA-P051161193S,1,KE-KRA-P051161193S,1,1
Timidria,timidria,1,0,1,1,0,8181,NE-DGI-5355,1,NE-DGI-5355,1,1
Tameer-e-Khalaq Foundation,tkf1234,1,0,1,1,0,2684,PK-VSWA-32-2004,1,PK-VSWA-32-2004,1,1
The Leprosy Mission England and Wales,tlmew,6,1,5,4,1,139193,GB-CHC-1050327,1,GB-CHC-1050327,1,1
The Leprosy Mission Nepal,tlmnepal,3,0,1,1,0,33419,NP-SWC-17775,1,NP-SWC-17775,1,1
TradeMark East Africa,tmea,117,1,2,1,1,782747,KE-RCO-CPR/2009/5689,1,KE-RCO-CPR/2009/5689,1,1
Transnational Institute,tni,5,1,2,1,1,368208,NL-KVK-41201806,1,NL-KVK-41201806,1,1
TechnoServe,tns,4,2,3,2,1,294837,US-EIN-13-2626135,1,US-EIN-13-2626135,1,1
Commune de Toffo - Bénin,toffo,6,1,2,1,1,535248,BJ-IFU-5200081145006,6,BJ-IFU-5200081145006;BJ-IFU-6201000068802;BJ-IFU-6201000370801;BJ-IFU-6201100034408;BJ-IFU-6201101182902;BJ-IFU-6201300688700,1,null
Commune de Toviklin - Bénin,toviklin,6,1,2,1,1,482601,BJ-IFU-6200901945503,6,BJ-IFU-6200901944209;BJ-IFU-6200901944805;BJ-IFU-6200901945503;BJ-IFU-6201001076902;BJ-IFU-6201001843703;BJ-IFU-6201200579608,1,null
TRAFFIC International,traffic,1,1,2,1,1,7823,GB-CHC-1076722,1,GB-CHC-1076722,1,1
Traidcraft Exchange,traidcraft,6,1,6,5,1,230955,GB-COH-3031674,1,GB-COH-3031674,2,0;1
TRAIDE Foundation,traide_foundation,1,0,1,1,0,17011,NL-KVK-80547745,1,NL-KVK-80547745,1,1
Transform Africa,transafrica19,1,0,1,1,0,15990,GB-CHC-1081769,1,GB-CHC-1081769,1,1
transforma,transforma,2,0,1,1,0,10394,CO-CCB-S0052181,1,XI-IATI-901057447-2,1,1
Transparency International Secretariat,transparency-international,15,0,1,1,0,36673,XM-DAC-21033,1,XM-DAC-21033,1,1
Transparently Lebanese,transparently_lebanese,1,0,1,1,0,2055,CA-CC-13474046,1,CA-CC-1347404-6,1,1
TREE AID,treea,4,1,2,1,1,57094,GB-CHC-1135156,1,GB-CHC-1135156,1,1
Thomson Reuters Foundation,trf,1,0,1,1,0,4992,GB-CHC-1082139,1,GB-CHC-1082139,1,1
Trianglen,trianglen,44,1,2,1,1,277032,DK-CVR-33985339,1,DK-CVR-33985339,1,1
Trias,trias,15,1,16,15,1,588408,BE-BCE_KBO-0427736148,1,BE-BCE_KBO-0427736148,1,2
Triggerise Ethiopia,trig,2,0,1,1,0,14426,ET-CSA-3994,1,ET-CSA-3994,1,1
Triple Line,tripleline_crownagents,113,0,2,2,0,539357,GB-COH-03788027,1,GB-COH-03788027,2,1;2
Trocaire (Northern Ireland),troc,5,1,2,1,1,75249,GB-COH-NI21482,1,GB-COH-NI21482,1,null
Trocaire,trocaire,2,0,1,1,0,192540,IE-CHY-20009601,1,IE-CHY-20009601,1,null
Tropical Health and Education Trust,tropicalhealth,22,1,2,1,1,58754,GB-CHC-1113101,1,GB-CHC-1113101,1,1
TrustAfrica,trustafrica,16,0,1,1,0,92210,US-EIN-20-3074517,1,SN-NINEA-500116143V0,1,1
Timber Trade Federation Ltd.,ttf,1,0,1,1,0,2933,GB-COH-02515034,1,GB-COH-02515034,1,1
The University of Sheffield,tuos,2,1,2,1,1,29564,XI-GRID-grid.11835.3e,1,XI-GRID-grid.11835.3e,1,1
Twaweza,twaweza,42,1,2,1,1,203342,TZ-BRE-63966,2,TZ-BRE-63966;TZ-BRLA-63966,1,1
Twin,twin-iati,3,1,2,1,1,25306,GB-CHC-291824,1,GB-CHC-291824,2,0;null
Third World Network Africa,twnafrica,1,1,2,1,1,94680,GH-RGD-CG109732014,1,GH-RGD-CG109732014,1,null
Twynstra Gudde,twynstragudde,1,1,2,1,1,53491,NL-KVK-31047672,1,NL-KVK-31047672,1,1
Urgent Action Fund for Women's Human Rights,uaf,9,1,2,1,1,223939,US-EIN-03-0419743,1,US-EIN-03-041973,1,1
Urgent Action Fund-Africa,uaf-africa,12,1,2,1,1,421695,KE-NCB-200201282375,1,KE-NCB-200201282375,1,1
Urgent Action Fund Latin America and the Caribbean,uafla,9,1,2,1,1,295911,CO-CCB-00159397,1,CO-CCB-00159397,1,1
Universidad de los Andes,uand_2020,1,0,1,1,0,22205,XI-GRID-grid.7247.6,1,XI-PID-860007386,1,1
Union of Agricultural Work Committees,uawc,0,1,1,0,1,864,PS-MOI-RA-22220-A,1,PS-MOI-RA-22220-A,0,
Unicef Belgium National Committee,ub,5,1,2,1,1,60893,BE-BCE_KBO-0407562029,1,BE-BCE_KBO-0407562029,2,1;2
University College London,ucl,1,0,1,1,0,1028,GB-COH-RC000631,1,GB-COH-RC000631,1,1
University of Central Lancashire,uclan,1,1,2,1,1,2502,GB-UKPRN-10007141,1,GB-UKPRN-10007141,1,1
Universitair Centrum voor Ontwikkelingssamenwerking,ucos,3,1,2,1,1,42981,BE-BCE_KBO-0420790948,1,BE-BCE_KBO-0420790948,2,1;2
University of Cape Town,uct,1,1,2,1,1,22262,XI-GRID-grid.7836.a,1,XI-GRID-grid.7836.a,1,1
"The University of Dodoma (UDOM), Tanzania",udom,1,1,2,1,1,10686,XI-GRID-grid.442459.a,1,XI-GRID-grid.442459.a,1,1
United Disabled Persons of Kenya,udpk,1,0,1,1,0,53575,KE-RSO-14210,1,KE-RSO-14210,1,null
University of Dar es Salaam,udsm-cbs,1,0,1,1,0,8190,XI-GRID-grid.8193.3,1,XI-GRID-grid.8193.3,1,1
UHAI EASHRI,uhai-eashri,13,0,1,1,0,235327,KE-RCO-201036685,1,KE-RCO-201036685,2,1;2
UK-Med,uk-med,2,0,1,1,0,16496,GB-CHC-1166956,1,GB-CHC-1166956,1,1
UK - Ministry of Defence,ukmod,43,2,3,2,1,175660,GB-GOV-8,1,GB-GOV-8,2,1;null
Unilever,ul,1,0,1,1,0,8978,GB-COH-00041424,1,GB-COH-00041424,1,1
ULB-Coopération,ulbcoop,11,1,2,1,1,155910,BE-BCE_KBO-0415627875,1,BE-BCE_KBO-0415627875,2,1;2
Chama cha Uzazi na Malezi Bora Tanzania (UMATI),umati,1,0,1,1,0,26834,TZ-TRA-101-304-795,1,TZ-TRA-101-304-795,1,null
United Mission to Nepal,umn,1,1,2,1,1,49394,XI-IATI-1002,1,XI-IATI-1002,1,1
Uganda Martyrs University,umu,1,1,2,1,1,11237,UG-RSB-80010000253134/25060,1,UG-RSB-80010000253134/25060,1,1
United Nations Environment Programme (UNEP),un-environment,26,0,3,3,0,263830,XM-DAC-41116,1,XM-DAC-41116,1,null
United Nations Joint Programme on HIV and AIDS Secretariat (UNAIDS),unaids,488,1,99,98,1,4165544,XM-DAC-41110,1,XM-DAC-41110,1,1
International Service,unais,13,1,2,1,1,98509,GB-CHC-1069182,1,GB-CHC-1069182,1,1
United Nations Capital Development Fund,uncdf,271,0,1,1,0,754814,XM-DAC-41111,1,XM-DAC-41111,1,1
United Nations Development Coordination Office,undco,1,0,1,1,0,113011,XM-DAC-41149,1,XM-DAC-41149,1,1
United Nations Development Programme (UNDP),undp,20309,1,153,152,1,317462242,XM-DAC-41114,1,XM-DAC-41114,2,1;2
"United Nations Educational, Scientific and Cultural Organization (UNESCO)",unesco,5226,0,2,2,0,26556814,XM-DAC-41304,1,XM-DAC-41304,1,null
United Nations Foundation,unf,6,1,2,1,1,62504,US-EIN-58-2368165,1,US-EIN-58-2368165,1,1
United Nations Population Fund,unfpa,4488,1,253,252,1,29566186,41119,1,41119,1,1
UN Global Compact Local Network UK,ungc-uk,1,0,1,1,0,3226,GB-COH-08567552,1,GB-COH-08567552,1,1
UN-Habitat,unhabitat,824,0,1,1,0,8442975,41120,1,41120,1,null
United Nations High Commissioner for Refugees (UNHCR),unhcr,825,1,8,7,1,66964043,XM-DAC-41121,1,XM-DAC-41121,3,1;2;3
University of Nottingham,uni_of_nottingham,1,0,1,1,0,2872,GB-COH-RC000664,1,GB-COH-RC000664,1,1
United Nations Children's Fund (UNICEF),unicef,15153,1,138,137,1,823917090,XM-DAC-41122,1,XM-DAC-41122,1,1
UNICEF Netherlands National Committee,unicefnl,33,0,7,7,0,262793,NL-KVK-27102631,1,NL-KVK-27102631,1,null
United Nations Industrial Development Organization (UNIDO),unido,2869,1,2,1,1,26386577,XM-DAC-41123,1,XM-DAC-41123,1,1
United Work,united_work,4,2,2,1,1,25424,NL-KVK-67143555,1,NL-KVK-67143555,1,1
United States,unitedstates,318532,14,282,268,14,2957063381,US-USAGOV,1,US-USAGOV,2,1;null
Universiteit Leiden,universiteit_leiden,3,1,3,2,1,53312,NL-KVK-27368929,1,NL-KVK-27368929,1,1
University of Birmingham,universityofbirmingham,4,0,2,2,0,43409,GB-EDU-133784,1,GB-EDU-133784,1,1
United Nations Office for the Coordination of Humanitarian Affairs (OCHA),unocha,50,1,51,50,1,3769548,XM-DAC-41127,1,XM-DAC-41127,1,null
OCHA Country Based Pooled Funds,unocha-cbpf,11022,0,550,550,0,74716654,XM-OCHA-CBPF,1,XM-OCHA-CBPF,2,1;2
United Nations Office for the Coordination of Humanitarian Affairs (Specially-Designated Contributions),unocha-sdc,2,1,3,2,1,111485,XI-IATI-OCHASDC,1,XI-IATI-OCHASDC,1,1
United Nations Office for Project Services (UNOPS),unops,1909,0,178,178,0,4811013,41AAA,1,41AAA,1,1
UN Pooled Funds,unpf,10747,0,1,1,0,29149185,XI-IATI-UNPF,1,XI-IATI-UNPF,2,1;2
The United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA),unrwa,1462,1,2,1,1,4088913,XM-DAC-41130,1,XM-DAC-41130,2,1;2
UN Women,unw,2005,1,2,1,1,45298183,XM-DAC-41146,1,XM-DAC-41146,1,1
University of Dundee,uodcepmlp,2,0,1,1,0,13536,GB-SC-015096,1,GB-SC-015096,1,1
University of Edinburgh,uoe,1,1,2,1,1,123401,GB-UKPRN-10007790,1,GB-UKPRN-10007790,1,1
University Of Liverpool,uol,2,0,1,1,0,34693,GB-COH-RC000660,1,GB-COH-RC000660,1,1
The University of Manchester,uom,4,0,1,1,0,48082,GB-COH-RC000797,1,GB-COH-RC000797,1,1
University of York,uoy,2,0,1,1,0,2653,GB-COH-RC000679,1,GB-REV-GB647205541,1,1
University Putra Malaysia,upm,1,0,1,1,0,46379,XI-GRID-grid.11142.37,1,XI-GRID-XI-GRID-grid.11142.37,1,1
Upper Quartile,uq,8,1,2,1,1,76253,GB-COH-SC301345,1,GB-COH-SC301345,1,1
IMA World Health,us-imawh,1,1,2,1,1,58965,US-EIN-522112460,1,US-EIN-522112460,1,1
United States Agency for International Development (USAID),usaid,46944,0,187,187,0,1122215383,US-GOV-1,1,US-GOV-1,1,1
UNITAID,utd,101,1,2,1,1,837279,XM-DAC-30010,1,XM-DAC-30010,1,1
University Twente,utwente,1,1,2,1,1,7409,NL-KVK-50130536,1,NL-KVK-50130536,1,1
